case_id,url,source_csv,error,raw_response
CASE_00198,https://www.bailii.org/ew/cases/EWCA/Crim/2020/196.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27948, Requested 4727. Please try again in 5.35s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00199,https://www.bailii.org/ew/cases/EWCA/Crim/2007/2947.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27192, Requested 8201. Please try again in 10.786s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00200,https://www.bailii.org/ew/cases/EWCA/Crim/2021/40.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27981, Requested 10313. Please try again in 16.588s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00201,https://www.bailii.org/ew/cases/EWCA/Crim/2002/989.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28705, Requested 7159. Please try again in 11.728s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00202,https://www.bailii.org/ew/cases/EWCA/Crim/1998/1632.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29025, Requested 2188. Please try again in 2.426s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00204,https://www.bailii.org/ew/cases/EWCA/Crim/1999/1225.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29220, Requested 1084. Please try again in 608ms. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00207,https://www.bailii.org/ew/cases/EWCA/Crim/2025/1287.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28545, Requested 3207. Please try again in 3.504s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00208,https://www.bailii.org/ew/cases/EWCA/Crim/2025/433.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26845, Requested 5748. Please try again in 5.186s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00209,https://www.bailii.org/ew/cases/EWCA/Crim/2019/284.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27783, Requested 4809. Please try again in 5.184s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00210,https://www.bailii.org/ew/cases/EWCA/Crim/2009/482.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28755, Requested 8544. Please try again in 14.598s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00211,https://www.bailii.org/ew/cases/EWCA/Crim/2017/305.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27654, Requested 7948. Please try again in 11.204s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00212,https://www.bailii.org/ew/cases/EWCA/Crim/2011/1260.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Request too large for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Requested 38020. The input or output tokens must be reduced in order to run successfully. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00213,https://www.bailii.org/ew/cases/EWCA/Crim/2005/3233.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27625, Requested 11110. Please try again in 17.47s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00214,https://www.bailii.org/ew/cases/EWCA/Crim/1965/1.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28137, Requested 4225. Please try again in 4.724s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00217,https://www.bailii.org/ew/cases/EWCA/Crim/2025/350.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27360, Requested 5207. Please try again in 5.134s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00219,https://www.bailii.org/ew/cases/EWCA/Crim/2002/2.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29217, Requested 3943. Please try again in 6.32s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00220,https://www.bailii.org/ew/cases/EWCA/Crim/2002/749.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27645, Requested 5027. Please try again in 5.344s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00222,https://www.bailii.org/ew/cases/EWCA/Crim/2025/875.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29187, Requested 2043. Please try again in 2.46s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00223,https://www.bailii.org/ew/cases/EWCA/Crim/2002/2858.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26292, Requested 6242. Please try again in 5.068s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00226,https://www.bailii.org/ew/cases/EWCA/Crim/2019/343.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29064, Requested 6913. Please try again in 11.954s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00227,https://www.bailii.org/ew/cases/EWCA/Crim/2007/3.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26502, Requested 14274. Please try again in 21.552s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00228,https://www.bailii.org/ew/cases/EWCA/Crim/2011/5.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26563, Requested 11665. Please try again in 16.456s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00229,https://www.bailii.org/ew/cases/EWCA/Crim/2014/2387.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27538, Requested 15287. Please try again in 25.65s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00230,https://www.bailii.org/ew/cases/EWCA/Crim/2009/2701.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 30000, Requested 4366. Please try again in 8.732s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00231,https://www.bailii.org/ew/cases/EWCA/Crim/2025/1111.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27014, Requested 8982. Please try again in 11.992s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00232,https://www.bailii.org/ew/cases/EWCA/Crim/2004/456.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 30000, Requested 10640. Please try again in 21.28s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00233,https://www.bailii.org/ew/cases/EWCA/Crim/2015/352.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26873, Requested 8579. Please try again in 10.904s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00234,https://www.bailii.org/ew/cases/EWCA/Crim/2024/68.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27536, Requested 4812. Please try again in 4.696s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00235,https://www.bailii.org/ew/cases/EWCA/Crim/2006/3187.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26948, Requested 5272. Please try again in 4.44s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00236,https://www.bailii.org/ew/cases/EWCA/Crim/2000/73.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26563, Requested 11556. Please try again in 16.238s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00237,https://www.bailii.org/ew/cases/EWCA/Crim/2018/1696.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28643, Requested 6317. Please try again in 9.92s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00238,https://www.bailii.org/ew/cases/EWCA/Crim/2021/842.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28948, Requested 6920. Please try again in 11.736s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00239,https://www.bailii.org/ew/cases/EWCA/Crim/2019/1034.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 30000, Requested 7382. Please try again in 14.764s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00240,https://www.bailii.org/ew/cases/EWCA/Crim/2020/766.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26179, Requested 9625. Please try again in 11.608s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00241,https://www.bailii.org/ew/cases/EWCA/Crim/2014/143.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29266, Requested 11205. Please try again in 20.942s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00242,https://www.bailii.org/ew/cases/EWCA/Crim/2014/1029.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26925, Requested 11209. Please try again in 16.268s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00243,https://www.bailii.org/ew/cases/EWCA/Crim/2001/1753.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27537, Requested 7931. Please try again in 10.936s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00244,https://www.bailii.org/ew/cases/EWCA/Crim/2023/1250.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29644, Requested 8569. Please try again in 16.426s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00245,https://www.bailii.org/ew/cases/EWCA/Crim/2019/1411.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27766, Requested 5104. Please try again in 5.74s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00246,https://www.bailii.org/ew/cases/EWCA/Crim/2007/1698.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26348, Requested 6287. Please try again in 5.27s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00247,https://www.bailii.org/ew/cases/EWCA/Crim/2017/739.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 30000, Requested 18202. Please try again in 36.404s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00248,https://www.bailii.org/ew/cases/EWCA/Crim/2021/317.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 29211, Requested 6487. Please try again in 11.396s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00249,https://www.bailii.org/ew/cases/EWCA/Crim/2024/1539.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26994, Requested 5819. Please try again in 5.626s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00251,https://www.bailii.org/ew/cases/EWCA/Crim/2022/1108.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 30000, Requested 7958. Please try again in 15.915s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00253,https://www.bailii.org/ew/cases/EWCA/Crim/2008/4.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28936, Requested 11016. Please try again in 19.904s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00254,https://www.bailii.org/ew/cases/EWCA/Crim/2010/926.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28319, Requested 8800. Please try again in 14.238s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00255,https://www.bailii.org/ew/cases/EWCA/Crim/2007/1846.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26604, Requested 8938. Please try again in 11.084s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00258,https://www.bailii.org/ew/cases/EWCA/Crim/2024/974.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27839, Requested 3385. Please try again in 2.448s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00261,https://www.bailii.org/ew/cases/EWCA/Crim/2021/380.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 26782, Requested 12358. Please try again in 18.28s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00262,https://www.bailii.org/ew/cases/EWCA/Crim/2007/35.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28519, Requested 4617. Please try again in 6.272s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00263,https://www.bailii.org/ew/cases/EWCA/Crim/2019/2224.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28572, Requested 4151. Please try again in 5.446s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00265,https://www.bailii.org/ew/cases/EWCA/Crim/2023/895.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 27877, Requested 4705. Please try again in 5.164s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00266,https://www.bailii.org/ew/cases/EWCA/Crim/2025/12.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28337, Requested 24227. Please try again in 45.128s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
CASE_00267,https://www.bailii.org/ew/cases/EWCA/Crim/2006/1652.html,/Users/jennatieby/Desktop/Criminal_Cases_BN/data/interim/uk_cases_full.cleaned.csv,"Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-4o in organization org-nBmU8HwNDIYRq8qIRjAkaxKg on tokens per min (TPM): Limit 30000, Used 28653, Requested 6723. Please try again in 10.752s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}",
