src_label,dst_label,support_cases,obs_count,mean_score,max_score,src_type,dst_type
motive_jealousy_revenge,assault_method_blunt_force,5,39,0.30923076923076925,0.42,narrative,narrative
location_private_dwelling,planning_premeditation,5,42,0.304952380952381,0.42,narrative,narrative
planning_premeditation,location_private_dwelling,5,42,0.304952380952381,0.42,narrative,narrative
assault_method_stabbing,weapon_firearm,5,25,0.3018,0.42,narrative,narrative
weapon_firearm,assault_method_stabbing,5,25,0.3018,0.42,narrative,narrative
weapon_sharp,location_private_dwelling,5,61,0.29700000000000004,0.42,narrative,narrative
location_private_dwelling,weapon_sharp,5,61,0.2968032786885246,0.42,narrative,narrative
alibi_claim,assault_method_blunt_force,5,36,0.2927777777777778,0.42,narrative,narrative
assault_method_blunt_force,alibi_claim,5,36,0.2927777777777778,0.42,narrative,narrative
assault_method_stabbing,defendant_intoxicated,5,286,0.2883216783216783,0.42,narrative,narrative
defendant_intoxicated,assault_method_stabbing,5,286,0.2883216783216783,0.42,narrative,narrative
mens_rea_intent_to_kill,weapon_present,5,43,0.2624186046511628,0.32,legal_facts,narrative
accessory_or_complicity,assault_method_shooting,5,540,0.2619851851851852,0.47,legal_facts,narrative
diminished_responsibility,assault_method_blunt_force,5,108,0.2584074074074074,0.32,legal_facts,narrative
accessory_or_complicity,assault_method_blunt_force,5,115,0.2520173913043478,0.32,legal_facts,narrative
self_defence_legal,weapon_firearm,5,2698,0.24860118606375092,0.47,legal_facts,narrative
self_defence_legal,assault_method_shooting,5,4996,0.24571817453963168,0.47,legal_facts,narrative
mens_rea_intent_to_kill,planning_premeditation,5,41,0.24341463414634149,0.32,legal_facts,narrative
insanity,location_public_space,5,193,0.24336787564766837,0.47,legal_facts,narrative
accessory_or_complicity,weapon_present,5,462,0.2241926406926407,0.47,legal_facts,narrative
causation,weapon_sharp,5,58,0.21636206896551727,0.32,legal_facts,narrative
weapon_sharp,diminished_responsibility,4,32,0.6950000000000001,0.77,narrative,legal_facts
weapon_blunt,confession_or_admission,4,51,0.6825490196078432,0.76,narrative,evidence
weapon_blunt,murder,4,201,0.6386666666666667,0.81,narrative,legal_facts
weapon_firearm,mens_rea_intent_to_kill,4,167,0.6314491017964071,0.77,narrative,legal_facts
abduction,actus_reus_killing,4,26,0.6028076923076923,0.77,narrative,legal_facts
weapon_present,causation,4,253,0.592802371541502,0.77,narrative,legal_facts
defendant_intoxicated,wound_sharp_force,4,86,0.5922093023255814,0.72,narrative,evidence
weapon_firearm,causation,4,833,0.5916422569027611,0.77,narrative,legal_facts
weapon_present,unlawful_killing,4,65,0.5836923076923076,0.77,narrative,legal_facts
defendant_intoxicated,self_defence_legal,4,554,0.5792003610108304,0.92,narrative,legal_facts
weapon_firearm,diminished_responsibility,4,540,0.5747185185185185,0.77,narrative,legal_facts
assault_method_shooting,causation,4,853,0.5555064478311841,0.77,narrative,legal_facts
joint_enterprise_presence,unlawful_killing,4,27,0.5456666666666666,0.77,narrative,legal_facts
assault_method_blunt_force,unlawful_killing,4,15,0.5426666666666667,0.77,narrative,legal_facts
alibi_claim,wound_sharp_force,4,31,0.5359677419354838,0.72,narrative,evidence
tied_restraint,murder,4,85,0.521364705882353,0.77,narrative,legal_facts
tied_restraint,confession_or_admission,4,15,0.5184,0.72,narrative,evidence
weapon_firearm,insanity,4,79,0.49718987341772153,0.77,narrative,legal_facts
tied_restraint,actus_reus_killing,4,14,0.49207142857142855,0.77,narrative,legal_facts
assault_method_blunt_force,mens_rea_intent_to_kill,4,16,0.4865,0.77,narrative,legal_facts
joint_enterprise_presence,causation,4,86,0.47401162790697676,0.77,narrative,legal_facts
planning_premeditation,unlawful_killing,4,28,0.44989285714285715,0.77,narrative,legal_facts
confession_or_admission,weapon_blunt,4,51,0.4456078431372549,0.49,evidence,narrative
defendant_intoxicated,unlawful_killing,4,47,0.4201063829787233,0.77,narrative,legal_facts
motive_jealousy_revenge,actus_reus_killing,4,22,0.41240909090909095,0.77,narrative,legal_facts
defendant_intoxicated,encounter,4,8,0.39999999999999997,0.42,narrative,narrative
encounter,defendant_intoxicated,4,8,0.39999999999999997,0.42,narrative,narrative
motive_jealousy_revenge,weapon_firearm,4,119,0.39260504201680674,0.46,narrative,narrative
encounter,weapon_present,4,17,0.39176470588235296,0.42,narrative,narrative
weapon_present,encounter,4,17,0.39176470588235296,0.42,narrative,narrative
weapon_firearm,motive_jealousy_revenge,4,119,0.3907563025210084,0.44,narrative,narrative
wound_sharp_force,defendant_intoxicated,4,86,0.38786046511627903,0.47,evidence,narrative
encounter,weapon_firearm,4,139,0.377841726618705,0.42,narrative,narrative
weapon_firearm,encounter,4,139,0.377841726618705,0.42,narrative,narrative
weapon_blunt,location_public_space,4,49,0.374204081632653,0.46,narrative,narrative
location_public_space,weapon_blunt,4,49,0.37257142857142855,0.44,narrative,narrative
assault_method_blunt_force,defendant_intoxicated,4,29,0.35724137931034483,0.42,narrative,narrative
defendant_intoxicated,assault_method_blunt_force,4,29,0.35724137931034483,0.42,narrative,narrative
weapon_sharp,strangulation,4,29,0.3520344827586207,0.445,narrative,narrative
wound_sharp_force,alibi_claim,4,31,0.3518064516129032,0.47,evidence,narrative
strangulation,weapon_sharp,4,29,0.3516206896551724,0.433,narrative,narrative
encounter,motive_jealousy_revenge,4,7,0.3514285714285714,0.42,narrative,narrative
motive_jealousy_revenge,encounter,4,7,0.3514285714285714,0.42,narrative,narrative
alibi_claim,weapon_firearm,4,2622,0.3503844393592677,0.57,narrative,narrative
weapon_firearm,alibi_claim,4,2622,0.3503844393592677,0.57,narrative,narrative
confession_or_admission,tied_restraint,4,15,0.3404,0.47,evidence,narrative
planning_premeditation,strangulation,4,86,0.3391627906976744,0.42,narrative,narrative
strangulation,planning_premeditation,4,86,0.3391627906976744,0.42,narrative,narrative
defendant_intoxicated,planning_premeditation,4,13,0.33384615384615385,0.42,narrative,narrative
planning_premeditation,defendant_intoxicated,4,13,0.33384615384615385,0.42,narrative,narrative
strangulation,strangulation,4,70,0.3298285714285714,0.42,narrative,narrative
accessory_or_complicity,self_defence_legal,4,76,0.3248684210526316,0.42,legal_facts,legal_facts
self_defence_legal,accessory_or_complicity,4,76,0.3248684210526316,0.42,legal_facts,legal_facts
abduction,joint_enterprise_presence,4,25,0.3248,0.42,narrative,narrative
joint_enterprise_presence,abduction,4,25,0.3248,0.42,narrative,narrative
diminished_responsibility,insanity,4,210,0.3120761904761905,0.42,legal_facts,legal_facts
insanity,diminished_responsibility,4,210,0.3120761904761905,0.42,legal_facts,legal_facts
location_public_space,tied_restraint,4,22,0.308,0.42,narrative,narrative
tied_restraint,location_public_space,4,22,0.308,0.42,narrative,narrative
motive_jealousy_revenge,alibi_claim,4,20,0.30619999999999997,0.46,narrative,narrative
alibi_claim,motive_jealousy_revenge,4,20,0.3052,0.44,narrative,narrative
accessory_or_complicity,causation,4,59,0.29915254237288136,0.57,legal_facts,legal_facts
causation,accessory_or_complicity,4,59,0.29915254237288136,0.57,legal_facts,legal_facts
abduction,planning_premeditation,4,47,0.2957446808510638,0.42,narrative,narrative
planning_premeditation,abduction,4,47,0.2957446808510638,0.42,narrative,narrative
alibi_claim,location_private_dwelling,4,48,0.291,0.42,narrative,narrative
location_private_dwelling,alibi_claim,4,48,0.291,0.42,narrative,narrative
diminished_responsibility,weapon_sharp,4,32,0.29000000000000004,0.32,legal_facts,narrative
defendant_intoxicated,defendant_intoxicated,4,1724,0.2880614849187935,0.42,narrative,narrative
assault_method_shooting,location_private_dwelling,4,197,0.2875482233502538,0.445,narrative,narrative
location_private_dwelling,assault_method_shooting,4,197,0.2873654822335025,0.433,narrative,narrative
murder,weapon_blunt,4,201,0.2676218905472637,0.34,legal_facts,narrative
accessory_or_complicity,unlawful_killing,4,180,0.26656111111111114,0.42,legal_facts,legal_facts
unlawful_killing,accessory_or_complicity,4,180,0.26656111111111114,0.42,legal_facts,legal_facts
location_private_dwelling,weapon_firearm,4,252,0.26467460317460323,0.42,narrative,narrative
weapon_firearm,location_private_dwelling,4,252,0.26467460317460323,0.42,narrative,narrative
mens_rea_intent_to_kill,weapon_firearm,4,167,0.264562874251497,0.32,legal_facts,narrative
actus_reus_killing,abduction,4,26,0.2530769230769231,0.32,legal_facts,narrative
causation,weapon_present,4,253,0.2490909090909091,0.32,legal_facts,narrative
causation,weapon_firearm,4,833,0.24862424969987998,0.32,legal_facts,narrative
unlawful_killing,weapon_present,4,65,0.24546153846153845,0.32,legal_facts,narrative
diminished_responsibility,mens_rea_intent_to_kill,4,138,0.24463768115942028,0.42,legal_facts,legal_facts
mens_rea_intent_to_kill,diminished_responsibility,4,138,0.24463768115942028,0.42,legal_facts,legal_facts
self_defence_legal,defendant_intoxicated,4,554,0.24442779783393503,0.47,legal_facts,narrative
diminished_responsibility,weapon_firearm,4,540,0.2419703703703704,0.32,legal_facts,narrative
causation,assault_method_shooting,4,853,0.23417584994138335,0.32,legal_facts,narrative
unlawful_killing,joint_enterprise_presence,4,27,0.23022222222222222,0.32,legal_facts,narrative
unlawful_killing,assault_method_blunt_force,4,15,0.229,0.32,legal_facts,narrative
actus_reus_killing,insanity,4,56,0.2230714285714286,0.42,legal_facts,legal_facts
insanity,actus_reus_killing,4,56,0.2230714285714286,0.42,legal_facts,legal_facts
murder,tied_restraint,4,85,0.22076470588235295,0.32,legal_facts,narrative
insanity,weapon_firearm,4,79,0.2108607594936709,0.32,legal_facts,narrative
actus_reus_killing,tied_restraint,4,14,0.2087857142857143,0.32,legal_facts,narrative
mens_rea_intent_to_kill,assault_method_blunt_force,4,16,0.2065625,0.32,legal_facts,narrative
causation,joint_enterprise_presence,4,86,0.20156976744186048,0.32,legal_facts,narrative
motive_jealousy_revenge,accessory_or_complicity,3,6,0.7266666666666667,0.77,narrative,legal_facts
assault_method_blunt_force,self_defence_legal,3,84,0.6932619047619047,0.77,narrative,legal_facts
boasting_admissions,murder,3,115,0.6887391304347826,0.77,narrative,legal_facts
boasting_admissions,actus_reus_killing,3,15,0.6650666666666666,0.77,narrative,legal_facts
boasting_admissions,confession_or_admission,3,41,0.6597073170731707,0.72,narrative,evidence
planning_premeditation,self_defence_legal,3,159,0.6469559748427673,0.92,narrative,legal_facts
joint_enterprise_presence,loss_of_control,3,36,0.6450555555555556,0.92,narrative,legal_facts
weapon_present,loss_of_control,3,36,0.6367222222222222,0.77,narrative,legal_facts
encounter,diminished_responsibility,3,22,0.6337272727272727,0.77,narrative,legal_facts
planning_premeditation,diminished_responsibility,3,142,0.6316901408450705,0.795,narrative,legal_facts
assault_method_blunt_force,insanity,3,48,0.6309583333333334,0.77,narrative,legal_facts
weapon_firearm,unlawful_killing,3,100,0.63054,0.77,narrative,legal_facts
weapon_present,diminished_responsibility,3,54,0.6301481481481481,0.77,narrative,legal_facts
weapon_present,wound_sharp_force,3,5,0.629,0.72,narrative,evidence
prior_threats,murder,3,44,0.6280454545454546,0.77,narrative,legal_facts
assault_method_stabbing,self_defence_legal,3,79,0.6158227848101265,0.77,narrative,legal_facts
encounter,accessory_or_complicity,3,23,0.6102608695652174,0.77,narrative,legal_facts
assault_method_shooting,unlawful_killing,3,125,0.6073439999999999,0.77,narrative,legal_facts
defendant_intoxicated,accessory_or_complicity,3,10,0.6013,0.77,narrative,legal_facts
joint_enterprise_presence,wound_sharp_force,3,6,0.5975,0.72,narrative,evidence
alibi_claim,accessory_or_complicity,3,19,0.5952105263157894,0.77,narrative,legal_facts
assault_method_shooting,diminished_responsibility,3,1004,0.574597609561753,0.795,narrative,legal_facts
joint_enterprise_presence,insanity,3,95,0.5604421052631579,0.92,narrative,legal_facts
wound_sharp_force,accessory_or_complicity,3,10,0.5558,0.67,evidence,legal_facts
weapon_sharp,mens_rea_intent_to_kill,3,270,0.5419111111111111,0.77,narrative,legal_facts
assault_method_stabbing,causation,3,22,0.5341818181818181,0.92,narrative,legal_facts
motive_jealousy_revenge,mens_rea_intent_to_kill,3,5,0.526,0.77,narrative,legal_facts
assault_method_blunt_force,loss_of_control,3,66,0.525969696969697,0.77,narrative,legal_facts
strangulation,diminished_responsibility,3,216,0.5226574074074074,0.77,narrative,legal_facts
assault_method_stabbing,mens_rea_intent_to_kill,3,53,0.48954716981132074,0.77,narrative,legal_facts
confession_or_admission,boasting_admissions,3,41,0.43168292682926823,0.47,evidence,narrative
boasting_admissions,location_public_space,3,18,0.41444444444444445,0.42,narrative,narrative
location_public_space,boasting_admissions,3,18,0.41444444444444445,0.42,narrative,narrative
wound_sharp_force,weapon_present,3,5,0.41159999999999997,0.47,evidence,narrative
joint_enterprise_presence,weapon_blunt,3,17,0.41141176470588237,0.63,narrative,narrative
weapon_present,weapon_blunt,3,31,0.4107741935483871,0.63,narrative,narrative
weapon_blunt,joint_enterprise_presence,3,17,0.4102352941176471,0.63,narrative,narrative
weapon_blunt,weapon_present,3,31,0.4101290322580645,0.63,narrative,narrative
assault_method_stabbing,encounter,3,26,0.4076923076923077,0.42,narrative,narrative
encounter,assault_method_stabbing,3,26,0.4076923076923077,0.42,narrative,narrative
weapon_blunt,alibi_claim,3,38,0.40157894736842104,0.46,narrative,narrative
alibi_claim,weapon_blunt,3,38,0.4010526315789474,0.44,narrative,narrative
wound_sharp_force,joint_enterprise_presence,3,6,0.3913333333333333,0.47,evidence,narrative
weapon_blunt,weapon_firearm,3,227,0.38583259911894274,0.57,narrative,narrative
weapon_firearm,weapon_blunt,3,227,0.38486343612334806,0.57,narrative,narrative
abduction,weapon_sharp,3,62,0.3790322580645161,0.42,narrative,narrative
weapon_sharp,abduction,3,62,0.3790322580645161,0.42,narrative,narrative
weapon_blunt,planning_premeditation,3,33,0.3751515151515151,0.46,narrative,narrative
planning_premeditation,weapon_blunt,3,33,0.37333333333333335,0.44,narrative,narrative
weapon_present,alibi_claim,3,210,0.37325714285714284,0.46,narrative,narrative
alibi_claim,weapon_present,3,210,0.3731619047619048,0.44,narrative,narrative
abduction,abduction,3,20,0.372,0.42,narrative,narrative
lawful_killing_self_defence,unlawful_killing,3,12,0.34933333333333333,0.57,legal_facts,legal_facts
unlawful_killing,lawful_killing_self_defence,3,12,0.34933333333333333,0.57,legal_facts,legal_facts
self_defence_legal,mens_rea_intent_to_kill,3,258,0.3442945736434109,0.42,legal_facts,legal_facts
mens_rea_intent_to_kill,self_defence_legal,3,258,0.3437209302325581,0.42,legal_facts,legal_facts
defendant_intoxicated,weapon_present,3,47,0.337531914893617,0.42,narrative,narrative
weapon_present,defendant_intoxicated,3,47,0.337531914893617,0.42,narrative,narrative
weapon_sharp,tied_restraint,3,37,0.3372162162162162,0.445,narrative,narrative
tied_restraint,weapon_sharp,3,37,0.3368918918918919,0.433,narrative,narrative
wound_sharp_force,wound_sharp_force,3,20,0.3305,0.42,evidence,evidence
actus_reus_killing,lawful_killing_self_defence,3,17,0.3237647058823529,0.42,legal_facts,legal_facts
lawful_killing_self_defence,actus_reus_killing,3,17,0.3237647058823529,0.42,legal_facts,legal_facts
alibi_claim,defendant_intoxicated,3,43,0.3229767441860465,0.42,narrative,narrative
defendant_intoxicated,alibi_claim,3,43,0.3229767441860465,0.42,narrative,narrative
joint_enterprise_presence,location_private_dwelling,3,14,0.32142857142857145,0.42,narrative,narrative
location_private_dwelling,joint_enterprise_presence,3,14,0.32142857142857145,0.42,narrative,narrative
abduction,alibi_claim,3,46,0.3181304347826087,0.42,narrative,narrative
alibi_claim,abduction,3,46,0.3181304347826087,0.42,narrative,narrative
self_defence_legal,diminished_responsibility,3,936,0.3178632478632478,0.57,legal_facts,legal_facts
diminished_responsibility,self_defence_legal,3,936,0.3167564102564102,0.57,legal_facts,legal_facts
self_defence_legal,unlawful_killing,3,67,0.3152835820895522,0.42,legal_facts,legal_facts
unlawful_killing,self_defence_legal,3,67,0.3152835820895522,0.42,legal_facts,legal_facts
accessory_or_complicity,wound_sharp_force,3,10,0.311,0.37,legal_facts,evidence
murder,lawful_killing_self_defence,3,134,0.3101194029850746,0.57,legal_facts,legal_facts
lawful_killing_self_defence,murder,3,134,0.3099402985074627,0.57,legal_facts,legal_facts
causation,self_defence_legal,3,477,0.30489308176100627,0.42,legal_facts,legal_facts
self_defence_legal,causation,3,477,0.30489308176100627,0.42,legal_facts,legal_facts
accessory_or_complicity,motive_jealousy_revenge,3,6,0.30333333333333334,0.32,legal_facts,narrative
motive_jealousy_revenge,assault_method_stabbing,3,57,0.302,0.57,narrative,narrative
assault_method_stabbing,motive_jealousy_revenge,3,57,0.3016491228070175,0.57,narrative,narrative
causation,unlawful_killing,3,84,0.3015952380952381,0.42,legal_facts,legal_facts
unlawful_killing,causation,3,84,0.3015952380952381,0.42,legal_facts,legal_facts
loss_of_control,murder,3,302,0.2963112582781457,0.57,legal_facts,legal_facts
murder,loss_of_control,3,302,0.2963112582781457,0.57,legal_facts,legal_facts
loss_of_control,loss_of_control,3,874,0.29505263157894734,0.57,legal_facts,legal_facts
self_defence_legal,assault_method_blunt_force,3,84,0.29071428571428576,0.32,legal_facts,narrative
motive_jealousy_revenge,weapon_sharp,3,73,0.2893150684931507,0.42,narrative,narrative
weapon_sharp,motive_jealousy_revenge,3,73,0.2893150684931507,0.42,narrative,narrative
assault_method_shooting,assault_method_stabbing,3,16,0.2890625,0.42,narrative,narrative
assault_method_stabbing,assault_method_shooting,3,16,0.2890625,0.42,narrative,narrative
murder,boasting_admissions,3,115,0.28782608695652173,0.32,legal_facts,narrative
causation,causation,3,742,0.2817547169811321,0.42,legal_facts,legal_facts
actus_reus_killing,boasting_admissions,3,15,0.27799999999999997,0.32,legal_facts,narrative
loss_of_control,joint_enterprise_presence,3,36,0.275,0.47,legal_facts,narrative
self_defence_legal,planning_premeditation,3,159,0.273811320754717,0.47,legal_facts,narrative
loss_of_control,weapon_present,3,36,0.26666666666666666,0.32,legal_facts,narrative
diminished_responsibility,planning_premeditation,3,142,0.26642253521126763,0.333,legal_facts,narrative
diminished_responsibility,encounter,3,22,0.26545454545454544,0.32,legal_facts,narrative
insanity,assault_method_blunt_force,3,48,0.264375,0.32,legal_facts,narrative
unlawful_killing,weapon_firearm,3,100,0.26421,0.32,legal_facts,narrative
diminished_responsibility,weapon_present,3,54,0.26403703703703707,0.32,legal_facts,narrative
murder,prior_threats,3,44,0.26320454545454547,0.32,legal_facts,narrative
location_private_dwelling,weapon_present,3,41,0.26165853658536586,0.42,narrative,narrative
weapon_present,location_private_dwelling,3,41,0.26165853658536586,0.42,narrative,narrative
self_defence_legal,assault_method_stabbing,3,79,0.25832911392405067,0.32,legal_facts,narrative
accessory_or_complicity,encounter,3,23,0.25608695652173913,0.32,legal_facts,narrative
unlawful_killing,assault_method_shooting,3,125,0.254912,0.32,legal_facts,narrative
alibi_claim,tied_restraint,3,12,0.25266666666666665,0.42,narrative,narrative
tied_restraint,alibi_claim,3,12,0.25266666666666665,0.42,narrative,narrative
accessory_or_complicity,defendant_intoxicated,3,10,0.2525,0.32,legal_facts,narrative
location_private_dwelling,location_private_dwelling,3,14,0.252,0.42,narrative,narrative
accessory_or_complicity,alibi_claim,3,19,0.25005263157894736,0.32,legal_facts,narrative
diminished_responsibility,assault_method_shooting,3,1004,0.24209163346613546,0.333,legal_facts,narrative
insanity,joint_enterprise_presence,3,95,0.23703157894736843,0.47,legal_facts,narrative
causation,assault_method_stabbing,3,22,0.22972727272727275,0.47,legal_facts,narrative
mens_rea_intent_to_kill,weapon_sharp,3,270,0.22875555555555557,0.32,legal_facts,narrative
mens_rea_intent_to_kill,motive_jealousy_revenge,3,5,0.2232,0.32,legal_facts,narrative
loss_of_control,assault_method_blunt_force,3,66,0.22236363636363637,0.32,legal_facts,narrative
diminished_responsibility,strangulation,3,216,0.22103703703703703,0.32,legal_facts,narrative
mens_rea_intent_to_kill,assault_method_stabbing,3,53,0.207811320754717,0.32,legal_facts,narrative
alibi_claim,mens_rea_intent_to_kill,2,23,0.7569565217391304,0.77,narrative,legal_facts
assault_method_blunt_force,wound_sharp_force,2,10,0.72,0.72,narrative,evidence
encounter,wound_sharp_force,2,2,0.72,0.72,narrative,evidence
weapon_firearm,wound_sharp_force,2,2,0.72,0.72,narrative,evidence
joint_enterprise_presence,inconsistent_statements,2,9,0.6888888888888889,0.72,narrative,evidence
encounter,self_defence_legal,2,68,0.6752058823529412,0.77,narrative,legal_facts
planning_premeditation,inconsistent_statements,2,11,0.6690909090909091,0.72,narrative,evidence
motive_jealousy_revenge,self_defence_legal,2,74,0.6626216216216216,0.92,narrative,legal_facts
strangulation,accessory_or_complicity,2,18,0.6617777777777777,0.77,narrative,legal_facts
planning_premeditation,loss_of_control,2,124,0.6611612903225808,0.81,narrative,legal_facts
assault_method_shooting,loss_of_control,2,160,0.6570875,0.77,narrative,legal_facts
motive_jealousy_revenge,loss_of_control,2,32,0.6551875,0.92,narrative,legal_facts
tied_restraint,wound_sharp_force,2,5,0.65,0.72,narrative,evidence
boasting_admissions,wound_sharp_force,2,4,0.6499999999999999,0.72,narrative,evidence
abduction,mens_rea_intent_to_kill,2,8,0.64825,0.77,narrative,legal_facts
encounter,loss_of_control,2,32,0.6458125,0.77,narrative,legal_facts
weapon_blunt,actus_reus_killing,2,29,0.6450689655172414,0.77,narrative,legal_facts
weapon_firearm,loss_of_control,2,66,0.6430909090909092,0.77,narrative,legal_facts
assault_method_shooting,mens_rea_intent_to_kill,2,223,0.6371210762331839,0.77,narrative,legal_facts
location_private_dwelling,wound_sharp_force,2,2,0.6325000000000001,0.72,narrative,evidence
location_public_space,lawful_killing_self_defence,2,12,0.63,0.77,narrative,legal_facts
location_public_space,inconsistent_statements,2,20,0.62725,0.72,narrative,evidence
weapon_petrol_fire,murder,2,341,0.622041055718475,0.77,narrative,legal_facts
assault_method_shooting,lawful_killing_self_defence,2,16,0.62025,0.77,narrative,legal_facts
weapon_present,manslaughter_unlawful_act,2,2,0.62,0.77,narrative,legal_facts
wound_sharp_force,self_defence_legal,2,20,0.6180000000000001,0.67,evidence,legal_facts
defendant_intoxicated,lawful_killing_self_defence,2,3,0.61,0.77,narrative,legal_facts
assault_method_stabbing,lawful_killing_self_defence,2,3,0.6076666666666667,0.77,narrative,legal_facts
alibi_claim,unlawful_killing,2,43,0.5987674418604652,0.77,narrative,legal_facts
prior_conflict,murder,2,74,0.5977702702702703,0.77,narrative,legal_facts
inconsistent_statements,murder,2,74,0.5975945945945946,0.67,evidence,legal_facts
location_private_dwelling,unlawful_killing,2,3,0.583,0.583,narrative,legal_facts
weapon_sharp,lawful_killing_self_defence,2,44,0.5805681818181818,0.77,narrative,legal_facts
strangulation,mens_rea_intent_to_kill,2,16,0.5756249999999999,0.77,narrative,legal_facts
assault_method_shooting,insanity,2,157,0.572267515923567,0.77,narrative,legal_facts
confession_or_admission,lawful_killing_self_defence,2,20,0.56895,0.67,evidence,legal_facts
assault_method_shooting,wound_sharp_force,2,14,0.5675,0.72,narrative,evidence
confession_or_admission,loss_of_control,2,6,0.5619999999999999,0.67,evidence,legal_facts
weapon_present,insanity,2,94,0.5607127659574468,0.77,narrative,legal_facts
weapon_sharp,loss_of_control,2,104,0.55925,0.77,narrative,legal_facts
poisoning,murder,2,218,0.5535825688073395,0.77,narrative,legal_facts
motive_jealousy_revenge,wound_sharp_force,2,5,0.5519999999999999,0.72,narrative,evidence
assault_method_blunt_force,lawful_killing_self_defence,2,6,0.5513333333333333,0.77,narrative,legal_facts
wound_sharp_force,unlawful_killing,2,4,0.54,0.67,evidence,legal_facts
location_private_dwelling,accessory_or_complicity,2,39,0.5357435897435897,0.77,narrative,legal_facts
location_public_space,loss_of_control,2,26,0.5352307692307693,0.77,narrative,legal_facts
poisoning,actus_reus_killing,2,27,0.5211851851851852,0.77,narrative,legal_facts
poisoning,diminished_responsibility,2,262,0.5183206106870228,0.77,narrative,legal_facts
tied_restraint,accessory_or_complicity,2,13,0.5133846153846153,0.77,narrative,legal_facts
defendant_intoxicated,mens_rea_intent_to_kill,2,323,0.5090959752321981,0.92,narrative,legal_facts
weapon_petrol_fire,confession_or_admission,2,55,0.5074545454545455,0.72,narrative,evidence
prior_conflict,actus_reus_killing,2,4,0.5,0.77,narrative,legal_facts
flight_after_offence,murder,2,100,0.48768999999999996,0.77,narrative,legal_facts
wound_sharp_force,encounter,2,2,0.47,0.47,evidence,narrative
wound_sharp_force,weapon_firearm,2,2,0.47,0.47,evidence,narrative
wound_sharp_force,assault_method_blunt_force,2,10,0.4699999999999999,0.47,evidence,narrative
inconsistent_statements,joint_enterprise_presence,2,9,0.44999999999999996,0.47,evidence,narrative
weapon_blunt,accessory_or_complicity,2,12,0.4495,0.583,narrative,legal_facts
strangulation,unlawful_killing,2,5,0.4478,0.583,narrative,legal_facts
motive_jealousy_revenge,diminished_responsibility,2,56,0.44703571428571426,0.77,narrative,legal_facts
inconsistent_statements,planning_premeditation,2,11,0.43727272727272726,0.47,evidence,narrative
weapon_blunt,weapon_blunt,2,8,0.435,0.46,narrative,narrative
flight_after_offence,confession_or_admission,2,9,0.43377777777777776,0.72,narrative,evidence
wound_sharp_force,tied_restraint,2,5,0.42519999999999997,0.47,evidence,narrative
wound_sharp_force,boasting_admissions,2,4,0.425,0.47,evidence,narrative
assault_method_stabbing,strangulation,2,2,0.42,0.42,narrative,narrative
strangulation,assault_method_stabbing,2,2,0.42,0.42,narrative,narrative
wound_sharp_force,location_private_dwelling,2,2,0.414,0.47,evidence,narrative
inconsistent_statements,location_public_space,2,20,0.4104,0.47,evidence,narrative
planning_premeditation,causation,2,7,0.41000000000000003,0.77,narrative,legal_facts
inconsistent_statements,actus_reus_killing,2,3,0.41,0.41,evidence,legal_facts
assault_method_stabbing,tied_restraint,2,9,0.40888888888888886,0.42,narrative,narrative
tied_restraint,assault_method_stabbing,2,9,0.40888888888888886,0.42,narrative,narrative
weapon_blunt,mens_rea_intent_to_kill,2,5,0.40599999999999997,0.51,narrative,legal_facts
boasting_admissions,joint_enterprise_presence,2,6,0.4033333333333333,0.42,narrative,narrative
joint_enterprise_presence,boasting_admissions,2,6,0.4033333333333333,0.42,narrative,narrative
poisoning,mens_rea_intent_to_kill,2,14,0.4025714285714285,0.47,narrative,legal_facts
confession_or_admission,insanity,2,5,0.3996,0.67,evidence,legal_facts
encounter,strangulation,2,23,0.3960869565217391,0.57,narrative,narrative
strangulation,encounter,2,23,0.3960869565217391,0.57,narrative,narrative
joint_enterprise_presence,strangulation,2,11,0.39272727272727276,0.42,narrative,narrative
strangulation,joint_enterprise_presence,2,11,0.39272727272727276,0.42,narrative,narrative
assault_method_stabbing,boasting_admissions,2,3,0.38666666666666666,0.42,narrative,narrative
boasting_admissions,assault_method_stabbing,2,3,0.38666666666666666,0.42,narrative,narrative
encounter,weapon_blunt,2,3,0.38666666666666666,0.42,narrative,narrative
weapon_blunt,encounter,2,3,0.38666666666666666,0.42,narrative,narrative
abduction,motive_jealousy_revenge,2,7,0.38285714285714284,0.42,narrative,narrative
motive_jealousy_revenge,abduction,2,7,0.38285714285714284,0.42,narrative,narrative
assault_method_shooting,boasting_admissions,2,53,0.38,0.42,narrative,narrative
boasting_admissions,assault_method_shooting,2,53,0.38,0.42,narrative,narrative
location_public_space,prior_conflict,2,4,0.38,0.42,narrative,narrative
prior_conflict,location_public_space,2,4,0.38,0.42,narrative,narrative
abduction,weapon_firearm,2,93,0.3793978494623656,0.57,narrative,narrative
weapon_firearm,abduction,2,93,0.3793978494623656,0.57,narrative,narrative
assault_method_stabbing,location_private_dwelling,2,8,0.378125,0.46,narrative,narrative
abduction,assault_method_shooting,2,65,0.37661538461538463,0.42,narrative,narrative
assault_method_shooting,abduction,2,65,0.37661538461538463,0.42,narrative,narrative
location_private_dwelling,assault_method_stabbing,2,8,0.375625,0.44,narrative,narrative
alibi_claim,boasting_admissions,2,32,0.375,0.42,narrative,narrative
