case_id,label,type,count
NEG_00067,diminished_responsibility,legal_facts,2
NEG_00067,murder,legal_facts,2
NEG_00068,confession_or_admission,evidence,1
NEG_00068,murder,legal_facts,4
NEG_00069,actus_reus_killing,legal_facts,1
NEG_00069,diminished_responsibility,legal_facts,4
NEG_00069,murder,legal_facts,1
NEG_00070,accessory_or_complicity,legal_facts,2
NEG_00070,assault_method_stabbing,narrative,1
NEG_00070,murder,legal_facts,2
NEG_00070,weapon_present,narrative,1
NEG_00070,weapon_sharp,narrative,2
NEG_00071,diminished_responsibility,legal_facts,4
NEG_00071,murder,legal_facts,2
NEG_00072,murder,legal_facts,1
NEG_00073,murder,legal_facts,3
NEG_00074,murder,legal_facts,1
NEG_00075,murder,legal_facts,1
NEG_00076,confession_or_admission,evidence,1
NEG_00076,murder,legal_facts,1
NEG_00077,alibi_claim,narrative,2
NEG_00077,murder,legal_facts,1
NEG_00078,confession_or_admission,evidence,2
NEG_00078,murder,legal_facts,1
NEG_00079,murder,legal_facts,1
NEG_00080,accessory_or_complicity,legal_facts,1
NEG_00080,murder,legal_facts,1
NEG_00081,murder,legal_facts,1
NEG_00082,murder,legal_facts,1
NEG_00083,confession_or_admission,evidence,1
NEG_00083,murder,legal_facts,2
NEG_00084,confession_or_admission,evidence,1
NEG_00084,murder,legal_facts,1
NEG_00084,weapon_firearm,narrative,1
NEG_00085,murder,legal_facts,2
NEG_00085,weapon_firearm,narrative,1
NEG_00086,confession_or_admission,evidence,1
NEG_00086,murder,legal_facts,2
NEG_00086,weapon_firearm,narrative,1
NEG_00087,murder,legal_facts,2
NEG_00087,weapon_firearm,narrative,1
NEG_00088,confession_or_admission,evidence,1
NEG_00088,murder,legal_facts,1
NEG_00089,confession_or_admission,evidence,1
NEG_00089,murder,legal_facts,1
NEG_00089,weapon_firearm,narrative,1
NEG_00090,confession_or_admission,evidence,1
NEG_00090,murder,legal_facts,1
NEG_00090,weapon_firearm,narrative,1
NEG_00091,murder,legal_facts,1
NEG_00091,weapon_firearm,narrative,1
NEG_00092,murder,legal_facts,1
NEG_00092,weapon_firearm,narrative,1
NEG_00093,confession_or_admission,evidence,1
NEG_00093,murder,legal_facts,2
NEG_00094,murder,legal_facts,1
NEG_00095,actus_reus_killing,legal_facts,1
NEG_00095,diminished_responsibility,legal_facts,2
NEG_00095,murder,legal_facts,2
NEG_00096,actus_reus_killing,legal_facts,1
NEG_00096,diminished_responsibility,legal_facts,4
NEG_00096,murder,legal_facts,2
NEG_00096,self_defence_legal,legal_facts,2
NEG_00097,diminished_responsibility,legal_facts,2
NEG_00097,murder,legal_facts,2
NEG_00098,diminished_responsibility,legal_facts,2
NEG_00098,murder,legal_facts,1
NEG_00099,assault_method_shooting,narrative,1
NEG_00099,motive_jealousy_revenge,narrative,1
NEG_00099,murder,legal_facts,1
NEG_00100,murder,legal_facts,1
NEG_00100,weapon_firearm,narrative,1
NEG_00101,murder,legal_facts,1
