case_id,src_label,dst_label,count
CASE_00133,accessory_or_complicity,location_public_space,3
CASE_00133,accessory_or_complicity,murder,51
CASE_00133,accessory_or_complicity,weapon_firearm,3
CASE_00133,accessory_or_complicity,weapon_sharp,3
CASE_00133,actus_reus_killing,accessory_or_complicity,3
CASE_00133,actus_reus_killing,confession_or_admission,1
CASE_00133,actus_reus_killing,joint_enterprise_presence,1
CASE_00133,actus_reus_killing,location_public_space,1
CASE_00133,actus_reus_killing,murder,17
CASE_00133,actus_reus_killing,weapon_firearm,1
CASE_00133,actus_reus_killing,weapon_sharp,1
CASE_00133,confession_or_admission,accessory_or_complicity,3
CASE_00133,confession_or_admission,actus_reus_killing,1
CASE_00133,confession_or_admission,joint_enterprise_presence,1
CASE_00133,confession_or_admission,location_public_space,1
CASE_00133,confession_or_admission,murder,17
CASE_00133,confession_or_admission,weapon_firearm,1
CASE_00133,confession_or_admission,weapon_sharp,1
CASE_00133,joint_enterprise_presence,accessory_or_complicity,3
CASE_00133,joint_enterprise_presence,actus_reus_killing,1
CASE_00133,joint_enterprise_presence,confession_or_admission,1
CASE_00133,joint_enterprise_presence,location_public_space,1
CASE_00133,joint_enterprise_presence,murder,17
CASE_00133,joint_enterprise_presence,weapon_firearm,1
CASE_00133,joint_enterprise_presence,weapon_sharp,1
CASE_00133,location_public_space,accessory_or_complicity,3
CASE_00133,location_public_space,actus_reus_killing,1
CASE_00133,location_public_space,confession_or_admission,1
CASE_00133,location_public_space,joint_enterprise_presence,1
CASE_00133,location_public_space,murder,17
CASE_00133,location_public_space,weapon_firearm,1
CASE_00133,location_public_space,weapon_sharp,1
CASE_00133,murder,accessory_or_complicity,51
CASE_00133,murder,actus_reus_killing,17
CASE_00133,murder,confession_or_admission,17
CASE_00133,murder,joint_enterprise_presence,17
CASE_00133,murder,location_public_space,17
CASE_00133,murder,murder,272
CASE_00133,murder,weapon_firearm,17
CASE_00133,murder,weapon_sharp,17
CASE_00133,weapon_firearm,accessory_or_complicity,3
CASE_00133,weapon_firearm,actus_reus_killing,1
CASE_00133,weapon_firearm,confession_or_admission,1
CASE_00133,weapon_firearm,joint_enterprise_presence,1
CASE_00133,weapon_firearm,location_public_space,1
CASE_00133,weapon_firearm,murder,17
CASE_00133,weapon_firearm,weapon_sharp,1
CASE_00133,weapon_sharp,accessory_or_complicity,3
CASE_00133,weapon_sharp,actus_reus_killing,1
CASE_00133,weapon_sharp,confession_or_admission,1
CASE_00133,weapon_sharp,joint_enterprise_presence,1
CASE_00133,weapon_sharp,location_public_space,1
CASE_00133,weapon_sharp,murder,17
CASE_00133,weapon_sharp,weapon_firearm,1
CASE_00144,actus_reus_killing,actus_reus_killing,2
CASE_00144,actus_reus_killing,assault_method_shooting,4
CASE_00144,actus_reus_killing,assault_method_stabbing,2
CASE_00144,actus_reus_killing,causation,2
CASE_00144,actus_reus_killing,murder,38
CASE_00144,actus_reus_killing,weapon_firearm,2
CASE_00144,actus_reus_killing,weapon_present,2
CASE_00144,actus_reus_killing,weapon_sharp,42
CASE_00144,actus_reus_killing,wound_sharp_force,2
CASE_00144,assault_method_shooting,actus_reus_killing,4
CASE_00144,assault_method_shooting,assault_method_shooting,2
CASE_00144,assault_method_shooting,assault_method_stabbing,2
CASE_00144,assault_method_shooting,causation,2
CASE_00144,assault_method_shooting,murder,38
CASE_00144,assault_method_shooting,weapon_firearm,2
CASE_00144,assault_method_shooting,weapon_present,2
CASE_00144,assault_method_shooting,weapon_sharp,42
CASE_00144,assault_method_shooting,wound_sharp_force,2
CASE_00144,assault_method_stabbing,actus_reus_killing,2
CASE_00144,assault_method_stabbing,assault_method_shooting,2
CASE_00144,assault_method_stabbing,causation,1
CASE_00144,assault_method_stabbing,murder,19
CASE_00144,assault_method_stabbing,weapon_firearm,1
CASE_00144,assault_method_stabbing,weapon_present,1
CASE_00144,assault_method_stabbing,weapon_sharp,21
CASE_00144,assault_method_stabbing,wound_sharp_force,1
CASE_00144,causation,actus_reus_killing,2
CASE_00144,causation,assault_method_shooting,2
CASE_00144,causation,assault_method_stabbing,1
CASE_00144,causation,murder,19
CASE_00144,causation,weapon_firearm,1
CASE_00144,causation,weapon_present,1
CASE_00144,causation,weapon_sharp,21
CASE_00144,causation,wound_sharp_force,1
CASE_00144,murder,actus_reus_killing,38
CASE_00144,murder,assault_method_shooting,38
CASE_00144,murder,assault_method_stabbing,19
CASE_00144,murder,causation,19
CASE_00144,murder,murder,342
CASE_00144,murder,weapon_firearm,19
CASE_00144,murder,weapon_present,19
CASE_00144,murder,weapon_sharp,399
CASE_00144,murder,wound_sharp_force,19
CASE_00144,weapon_firearm,actus_reus_killing,2
CASE_00144,weapon_firearm,assault_method_shooting,2
CASE_00144,weapon_firearm,assault_method_stabbing,1
CASE_00144,weapon_firearm,causation,1
CASE_00144,weapon_firearm,murder,19
CASE_00144,weapon_firearm,weapon_present,1
CASE_00144,weapon_firearm,weapon_sharp,21
CASE_00144,weapon_firearm,wound_sharp_force,1
CASE_00144,weapon_present,actus_reus_killing,2
CASE_00144,weapon_present,assault_method_shooting,2
CASE_00144,weapon_present,assault_method_stabbing,1
CASE_00144,weapon_present,causation,1
CASE_00144,weapon_present,murder,19
CASE_00144,weapon_present,weapon_firearm,1
CASE_00144,weapon_present,weapon_sharp,21
CASE_00144,weapon_present,wound_sharp_force,1
CASE_00144,weapon_sharp,actus_reus_killing,42
CASE_00144,weapon_sharp,assault_method_shooting,42
CASE_00144,weapon_sharp,assault_method_stabbing,21
CASE_00144,weapon_sharp,causation,21
CASE_00144,weapon_sharp,murder,399
CASE_00144,weapon_sharp,weapon_firearm,21
CASE_00144,weapon_sharp,weapon_present,21
CASE_00144,weapon_sharp,weapon_sharp,420
CASE_00144,weapon_sharp,wound_sharp_force,21
CASE_00144,wound_sharp_force,actus_reus_killing,2
CASE_00144,wound_sharp_force,assault_method_shooting,2
CASE_00144,wound_sharp_force,assault_method_stabbing,1
CASE_00144,wound_sharp_force,causation,1
CASE_00144,wound_sharp_force,murder,19
CASE_00144,wound_sharp_force,weapon_firearm,1
CASE_00144,wound_sharp_force,weapon_present,1
CASE_00144,wound_sharp_force,weapon_sharp,21
CASE_00156,actus_reus_killing,actus_reus_killing,12
CASE_00156,actus_reus_killing,alibi_claim,8
CASE_00156,actus_reus_killing,assault_method_blunt_force,32
CASE_00156,actus_reus_killing,assault_method_stabbing,48
CASE_00156,actus_reus_killing,confession_or_admission,20
CASE_00156,actus_reus_killing,defendant_intoxicated,12
CASE_00156,actus_reus_killing,encounter,4
CASE_00156,actus_reus_killing,joint_enterprise_presence,8
CASE_00156,actus_reus_killing,location_public_space,20
CASE_00156,actus_reus_killing,motive_jealousy_revenge,16
CASE_00156,actus_reus_killing,murder,128
CASE_00156,actus_reus_killing,self_defence_legal,8
CASE_00156,actus_reus_killing,weapon_present,8
CASE_00156,actus_reus_killing,weapon_sharp,56
CASE_00156,actus_reus_killing,wound_sharp_force,4
CASE_00156,alibi_claim,actus_reus_killing,8
CASE_00156,alibi_claim,alibi_claim,2
CASE_00156,alibi_claim,assault_method_blunt_force,16
CASE_00156,alibi_claim,assault_method_stabbing,24
CASE_00156,alibi_claim,confession_or_admission,10
CASE_00156,alibi_claim,defendant_intoxicated,6
CASE_00156,alibi_claim,encounter,2
CASE_00156,alibi_claim,joint_enterprise_presence,4
CASE_00156,alibi_claim,location_public_space,10
CASE_00156,alibi_claim,motive_jealousy_revenge,8
CASE_00156,alibi_claim,murder,64
CASE_00156,alibi_claim,self_defence_legal,4
CASE_00156,alibi_claim,weapon_present,4
CASE_00156,alibi_claim,weapon_sharp,28
CASE_00156,alibi_claim,wound_sharp_force,2
CASE_00156,assault_method_blunt_force,actus_reus_killing,32
CASE_00156,assault_method_blunt_force,alibi_claim,16
CASE_00156,assault_method_blunt_force,assault_method_blunt_force,56
CASE_00156,assault_method_blunt_force,assault_method_stabbing,96
CASE_00156,assault_method_blunt_force,confession_or_admission,40
CASE_00156,assault_method_blunt_force,defendant_intoxicated,24
CASE_00156,assault_method_blunt_force,encounter,8
CASE_00156,assault_method_blunt_force,joint_enterprise_presence,16
CASE_00156,assault_method_blunt_force,location_public_space,40
CASE_00156,assault_method_blunt_force,motive_jealousy_revenge,32
CASE_00156,assault_method_blunt_force,murder,256
CASE_00156,assault_method_blunt_force,self_defence_legal,16
CASE_00156,assault_method_blunt_force,weapon_present,16
CASE_00156,assault_method_blunt_force,weapon_sharp,112
CASE_00156,assault_method_blunt_force,wound_sharp_force,8
CASE_00156,assault_method_stabbing,actus_reus_killing,48
CASE_00156,assault_method_stabbing,alibi_claim,24
CASE_00156,assault_method_stabbing,assault_method_blunt_force,96
CASE_00156,assault_method_stabbing,assault_method_stabbing,132
CASE_00156,assault_method_stabbing,confession_or_admission,60
CASE_00156,assault_method_stabbing,defendant_intoxicated,36
CASE_00156,assault_method_stabbing,encounter,12
CASE_00156,assault_method_stabbing,joint_enterprise_presence,24
CASE_00156,assault_method_stabbing,location_public_space,60
CASE_00156,assault_method_stabbing,motive_jealousy_revenge,48
CASE_00156,assault_method_stabbing,murder,384
CASE_00156,assault_method_stabbing,self_defence_legal,24
CASE_00156,assault_method_stabbing,weapon_present,24
CASE_00156,assault_method_stabbing,weapon_sharp,168
CASE_00156,assault_method_stabbing,wound_sharp_force,12
CASE_00156,confession_or_admission,actus_reus_killing,20
CASE_00156,confession_or_admission,alibi_claim,10
CASE_00156,confession_or_admission,assault_method_blunt_force,40
CASE_00156,confession_or_admission,assault_method_stabbing,60
CASE_00156,confession_or_admission,confession_or_admission,20
CASE_00156,confession_or_admission,defendant_intoxicated,15
CASE_00156,confession_or_admission,encounter,5
CASE_00156,confession_or_admission,joint_enterprise_presence,10
CASE_00156,confession_or_admission,location_public_space,25
CASE_00156,confession_or_admission,motive_jealousy_revenge,20
CASE_00156,confession_or_admission,murder,160
CASE_00156,confession_or_admission,self_defence_legal,10
CASE_00156,confession_or_admission,weapon_present,10
CASE_00156,confession_or_admission,weapon_sharp,70
CASE_00156,confession_or_admission,wound_sharp_force,5
CASE_00156,defendant_intoxicated,actus_reus_killing,12
CASE_00156,defendant_intoxicated,alibi_claim,6
CASE_00156,defendant_intoxicated,assault_method_blunt_force,24
CASE_00156,defendant_intoxicated,assault_method_stabbing,36
CASE_00156,defendant_intoxicated,confession_or_admission,15
CASE_00156,defendant_intoxicated,defendant_intoxicated,6
CASE_00156,defendant_intoxicated,encounter,3
CASE_00156,defendant_intoxicated,joint_enterprise_presence,6
CASE_00156,defendant_intoxicated,location_public_space,15
CASE_00156,defendant_intoxicated,motive_jealousy_revenge,12
CASE_00156,defendant_intoxicated,murder,96
CASE_00156,defendant_intoxicated,self_defence_legal,6
CASE_00156,defendant_intoxicated,weapon_present,6
CASE_00156,defendant_intoxicated,weapon_sharp,42
CASE_00156,defendant_intoxicated,wound_sharp_force,3
CASE_00156,encounter,actus_reus_killing,4
CASE_00156,encounter,alibi_claim,2
CASE_00156,encounter,assault_method_blunt_force,8
CASE_00156,encounter,assault_method_stabbing,12
CASE_00156,encounter,confession_or_admission,5
CASE_00156,encounter,defendant_intoxicated,3
CASE_00156,encounter,joint_enterprise_presence,2
CASE_00156,encounter,location_public_space,5
CASE_00156,encounter,motive_jealousy_revenge,4
CASE_00156,encounter,murder,32
CASE_00156,encounter,self_defence_legal,2
CASE_00156,encounter,weapon_present,2
CASE_00156,encounter,weapon_sharp,14
CASE_00156,encounter,wound_sharp_force,1
CASE_00156,joint_enterprise_presence,actus_reus_killing,8
CASE_00156,joint_enterprise_presence,alibi_claim,4
CASE_00156,joint_enterprise_presence,assault_method_blunt_force,16
CASE_00156,joint_enterprise_presence,assault_method_stabbing,24
CASE_00156,joint_enterprise_presence,confession_or_admission,10
CASE_00156,joint_enterprise_presence,defendant_intoxicated,6
CASE_00156,joint_enterprise_presence,encounter,2
CASE_00156,joint_enterprise_presence,joint_enterprise_presence,2
CASE_00156,joint_enterprise_presence,location_public_space,10
CASE_00156,joint_enterprise_presence,motive_jealousy_revenge,8
CASE_00156,joint_enterprise_presence,murder,64
CASE_00156,joint_enterprise_presence,self_defence_legal,4
CASE_00156,joint_enterprise_presence,weapon_present,4
CASE_00156,joint_enterprise_presence,weapon_sharp,28
CASE_00156,joint_enterprise_presence,wound_sharp_force,2
CASE_00156,location_public_space,actus_reus_killing,20
CASE_00156,location_public_space,alibi_claim,10
CASE_00156,location_public_space,assault_method_blunt_force,40
CASE_00156,location_public_space,assault_method_stabbing,60
CASE_00156,location_public_space,confession_or_admission,25
CASE_00156,location_public_space,defendant_intoxicated,15
CASE_00156,location_public_space,encounter,5
CASE_00156,location_public_space,joint_enterprise_presence,10
CASE_00156,location_public_space,location_public_space,20
CASE_00156,location_public_space,motive_jealousy_revenge,20
CASE_00156,location_public_space,murder,160
CASE_00156,location_public_space,self_defence_legal,10
CASE_00156,location_public_space,weapon_present,10
CASE_00156,location_public_space,weapon_sharp,70
CASE_00156,location_public_space,wound_sharp_force,5
CASE_00156,motive_jealousy_revenge,actus_reus_killing,16
CASE_00156,motive_jealousy_revenge,alibi_claim,8
CASE_00156,motive_jealousy_revenge,assault_method_blunt_force,32
CASE_00156,motive_jealousy_revenge,assault_method_stabbing,48
CASE_00156,motive_jealousy_revenge,confession_or_admission,20
CASE_00156,motive_jealousy_revenge,defendant_intoxicated,12
CASE_00156,motive_jealousy_revenge,encounter,4
CASE_00156,motive_jealousy_revenge,joint_enterprise_presence,8
CASE_00156,motive_jealousy_revenge,location_public_space,20
CASE_00156,motive_jealousy_revenge,motive_jealousy_revenge,12
CASE_00156,motive_jealousy_revenge,murder,128
CASE_00156,motive_jealousy_revenge,self_defence_legal,8
CASE_00156,motive_jealousy_revenge,weapon_present,8
CASE_00156,motive_jealousy_revenge,weapon_sharp,56
CASE_00156,motive_jealousy_revenge,wound_sharp_force,4
CASE_00156,murder,actus_reus_killing,128
CASE_00156,murder,alibi_claim,64
CASE_00156,murder,assault_method_blunt_force,256
CASE_00156,murder,assault_method_stabbing,384
CASE_00156,murder,confession_or_admission,160
CASE_00156,murder,defendant_intoxicated,96
CASE_00156,murder,encounter,32
CASE_00156,murder,joint_enterprise_presence,64
CASE_00156,murder,location_public_space,160
CASE_00156,murder,motive_jealousy_revenge,128
CASE_00156,murder,murder,992
CASE_00156,murder,self_defence_legal,64
CASE_00156,murder,weapon_present,64
CASE_00156,murder,weapon_sharp,448
CASE_00156,murder,wound_sharp_force,32
CASE_00156,self_defence_legal,actus_reus_killing,8
CASE_00156,self_defence_legal,alibi_claim,4
CASE_00156,self_defence_legal,assault_method_blunt_force,16
CASE_00156,self_defence_legal,assault_method_stabbing,24
CASE_00156,self_defence_legal,confession_or_admission,10
CASE_00156,self_defence_legal,defendant_intoxicated,6
CASE_00156,self_defence_legal,encounter,2
CASE_00156,self_defence_legal,joint_enterprise_presence,4
CASE_00156,self_defence_legal,location_public_space,10
CASE_00156,self_defence_legal,motive_jealousy_revenge,8
CASE_00156,self_defence_legal,murder,64
CASE_00156,self_defence_legal,self_defence_legal,2
CASE_00156,self_defence_legal,weapon_present,4
CASE_00156,self_defence_legal,weapon_sharp,28
CASE_00156,self_defence_legal,wound_sharp_force,2
CASE_00156,weapon_present,actus_reus_killing,8
CASE_00156,weapon_present,alibi_claim,4
CASE_00156,weapon_present,assault_method_blunt_force,16
CASE_00156,weapon_present,assault_method_stabbing,24
CASE_00156,weapon_present,confession_or_admission,10
CASE_00156,weapon_present,defendant_intoxicated,6
CASE_00156,weapon_present,encounter,2
CASE_00156,weapon_present,joint_enterprise_presence,4
CASE_00156,weapon_present,location_public_space,10
CASE_00156,weapon_present,motive_jealousy_revenge,8
CASE_00156,weapon_present,murder,64
CASE_00156,weapon_present,self_defence_legal,4
CASE_00156,weapon_present,weapon_present,2
CASE_00156,weapon_present,weapon_sharp,28
CASE_00156,weapon_present,wound_sharp_force,2
CASE_00156,weapon_sharp,actus_reus_killing,56
CASE_00156,weapon_sharp,alibi_claim,28
CASE_00156,weapon_sharp,assault_method_blunt_force,112
CASE_00156,weapon_sharp,assault_method_stabbing,168
CASE_00156,weapon_sharp,confession_or_admission,70
CASE_00156,weapon_sharp,defendant_intoxicated,42
CASE_00156,weapon_sharp,encounter,14
CASE_00156,weapon_sharp,joint_enterprise_presence,28
CASE_00156,weapon_sharp,location_public_space,70
CASE_00156,weapon_sharp,motive_jealousy_revenge,56
CASE_00156,weapon_sharp,murder,448
CASE_00156,weapon_sharp,self_defence_legal,28
CASE_00156,weapon_sharp,weapon_present,28
CASE_00156,weapon_sharp,weapon_sharp,182
CASE_00156,weapon_sharp,wound_sharp_force,14
CASE_00156,wound_sharp_force,actus_reus_killing,4
CASE_00156,wound_sharp_force,alibi_claim,2
CASE_00156,wound_sharp_force,assault_method_blunt_force,8
CASE_00156,wound_sharp_force,assault_method_stabbing,12
CASE_00156,wound_sharp_force,confession_or_admission,5
CASE_00156,wound_sharp_force,defendant_intoxicated,3
CASE_00156,wound_sharp_force,encounter,1
CASE_00156,wound_sharp_force,joint_enterprise_presence,2
CASE_00156,wound_sharp_force,location_public_space,5
CASE_00156,wound_sharp_force,motive_jealousy_revenge,4
CASE_00156,wound_sharp_force,murder,32
CASE_00156,wound_sharp_force,self_defence_legal,2
CASE_00156,wound_sharp_force,weapon_present,2
CASE_00156,wound_sharp_force,weapon_sharp,14
CASE_00158,actus_reus_killing,actus_reus_killing,6
CASE_00158,actus_reus_killing,diminished_responsibility,30
CASE_00158,actus_reus_killing,insanity,3
CASE_00158,actus_reus_killing,location_public_space,6
CASE_00158,actus_reus_killing,mens_rea_intent_to_kill,6
CASE_00158,actus_reus_killing,murder,78
CASE_00158,actus_reus_killing,poisoning,3
CASE_00158,actus_reus_killing,unlawful_killing,9
CASE_00158,diminished_responsibility,actus_reus_killing,30
CASE_00158,diminished_responsibility,diminished_responsibility,90
CASE_00158,diminished_responsibility,insanity,10
CASE_00158,diminished_responsibility,location_public_space,20
CASE_00158,diminished_responsibility,mens_rea_intent_to_kill,20
CASE_00158,diminished_responsibility,murder,260
CASE_00158,diminished_responsibility,poisoning,10
CASE_00158,diminished_responsibility,unlawful_killing,30
CASE_00158,insanity,actus_reus_killing,3
CASE_00158,insanity,diminished_responsibility,10
CASE_00158,insanity,location_public_space,2
CASE_00158,insanity,mens_rea_intent_to_kill,2
CASE_00158,insanity,murder,26
CASE_00158,insanity,poisoning,1
CASE_00158,insanity,unlawful_killing,3
CASE_00158,location_public_space,actus_reus_killing,6
CASE_00158,location_public_space,diminished_responsibility,20
CASE_00158,location_public_space,insanity,2
CASE_00158,location_public_space,location_public_space,2
CASE_00158,location_public_space,mens_rea_intent_to_kill,4
CASE_00158,location_public_space,murder,52
CASE_00158,location_public_space,poisoning,2
CASE_00158,location_public_space,unlawful_killing,6
CASE_00158,mens_rea_intent_to_kill,actus_reus_killing,6
CASE_00158,mens_rea_intent_to_kill,diminished_responsibility,20
CASE_00158,mens_rea_intent_to_kill,insanity,2
CASE_00158,mens_rea_intent_to_kill,location_public_space,4
CASE_00158,mens_rea_intent_to_kill,mens_rea_intent_to_kill,2
CASE_00158,mens_rea_intent_to_kill,murder,52
CASE_00158,mens_rea_intent_to_kill,poisoning,2
CASE_00158,mens_rea_intent_to_kill,unlawful_killing,6
CASE_00158,murder,actus_reus_killing,78
CASE_00158,murder,diminished_responsibility,260
CASE_00158,murder,insanity,26
CASE_00158,murder,location_public_space,52
CASE_00158,murder,mens_rea_intent_to_kill,52
CASE_00158,murder,murder,650
CASE_00158,murder,poisoning,26
CASE_00158,murder,unlawful_killing,78
CASE_00158,poisoning,actus_reus_killing,3
CASE_00158,poisoning,diminished_responsibility,10
CASE_00158,poisoning,insanity,1
CASE_00158,poisoning,location_public_space,2
CASE_00158,poisoning,mens_rea_intent_to_kill,2
CASE_00158,poisoning,murder,26
CASE_00158,poisoning,unlawful_killing,3
CASE_00158,unlawful_killing,actus_reus_killing,9
CASE_00158,unlawful_killing,diminished_responsibility,30
CASE_00158,unlawful_killing,insanity,3
CASE_00158,unlawful_killing,location_public_space,6
CASE_00158,unlawful_killing,mens_rea_intent_to_kill,6
CASE_00158,unlawful_killing,murder,78
CASE_00158,unlawful_killing,poisoning,3
CASE_00158,unlawful_killing,unlawful_killing,6
CASE_00191,confession_or_admission,diminished_responsibility,6
CASE_00191,confession_or_admission,location_public_space,1
CASE_00191,confession_or_admission,murder,4
CASE_00191,diminished_responsibility,confession_or_admission,6
CASE_00191,diminished_responsibility,diminished_responsibility,30
CASE_00191,diminished_responsibility,location_public_space,6
CASE_00191,diminished_responsibility,murder,24
CASE_00191,location_public_space,confession_or_admission,1
CASE_00191,location_public_space,diminished_responsibility,6
CASE_00191,location_public_space,murder,4
CASE_00191,murder,confession_or_admission,4
CASE_00191,murder,diminished_responsibility,24
CASE_00191,murder,location_public_space,4
CASE_00191,murder,murder,12
CASE_00193,diminished_responsibility,diminished_responsibility,30
CASE_00193,diminished_responsibility,encounter,6
CASE_00193,diminished_responsibility,joint_enterprise_presence,6
CASE_00193,diminished_responsibility,location_public_space,6
CASE_00193,diminished_responsibility,murder,12
CASE_00193,encounter,diminished_responsibility,6
CASE_00193,encounter,joint_enterprise_presence,1
CASE_00193,encounter,location_public_space,1
CASE_00193,encounter,murder,2
CASE_00193,joint_enterprise_presence,diminished_responsibility,6
CASE_00193,joint_enterprise_presence,encounter,1
CASE_00193,joint_enterprise_presence,location_public_space,1
CASE_00193,joint_enterprise_presence,murder,2
CASE_00193,location_public_space,diminished_responsibility,6
CASE_00193,location_public_space,encounter,1
CASE_00193,location_public_space,joint_enterprise_presence,1
CASE_00193,location_public_space,murder,2
CASE_00193,murder,diminished_responsibility,12
CASE_00193,murder,encounter,2
CASE_00193,murder,joint_enterprise_presence,2
CASE_00193,murder,location_public_space,2
CASE_00193,murder,murder,2
CASE_00203,actus_reus_killing,assault_method_blunt_force,2
CASE_00203,actus_reus_killing,defendant_intoxicated,1
CASE_00203,actus_reus_killing,diminished_responsibility,2
CASE_00203,actus_reus_killing,lawful_killing_self_defence,1
CASE_00203,actus_reus_killing,mens_rea_intent_to_kill,3
CASE_00203,actus_reus_killing,murder,12
CASE_00203,actus_reus_killing,strangulation,2
CASE_00203,actus_reus_killing,unlawful_killing,2
CASE_00203,actus_reus_killing,victim_intoxicated,1
CASE_00203,assault_method_blunt_force,actus_reus_killing,2
CASE_00203,assault_method_blunt_force,assault_method_blunt_force,2
CASE_00203,assault_method_blunt_force,defendant_intoxicated,2
CASE_00203,assault_method_blunt_force,diminished_responsibility,4
CASE_00203,assault_method_blunt_force,lawful_killing_self_defence,2
CASE_00203,assault_method_blunt_force,mens_rea_intent_to_kill,6
CASE_00203,assault_method_blunt_force,murder,24
CASE_00203,assault_method_blunt_force,strangulation,4
CASE_00203,assault_method_blunt_force,unlawful_killing,4
CASE_00203,assault_method_blunt_force,victim_intoxicated,2
CASE_00203,defendant_intoxicated,actus_reus_killing,1
CASE_00203,defendant_intoxicated,assault_method_blunt_force,2
CASE_00203,defendant_intoxicated,diminished_responsibility,2
CASE_00203,defendant_intoxicated,lawful_killing_self_defence,1
CASE_00203,defendant_intoxicated,mens_rea_intent_to_kill,3
CASE_00203,defendant_intoxicated,murder,12
CASE_00203,defendant_intoxicated,strangulation,2
CASE_00203,defendant_intoxicated,unlawful_killing,2
CASE_00203,defendant_intoxicated,victim_intoxicated,1
CASE_00203,diminished_responsibility,actus_reus_killing,2
CASE_00203,diminished_responsibility,assault_method_blunt_force,4
CASE_00203,diminished_responsibility,defendant_intoxicated,2
CASE_00203,diminished_responsibility,diminished_responsibility,2
CASE_00203,diminished_responsibility,lawful_killing_self_defence,2
CASE_00203,diminished_responsibility,mens_rea_intent_to_kill,6
CASE_00203,diminished_responsibility,murder,24
CASE_00203,diminished_responsibility,strangulation,4
CASE_00203,diminished_responsibility,unlawful_killing,4
CASE_00203,diminished_responsibility,victim_intoxicated,2
CASE_00203,lawful_killing_self_defence,actus_reus_killing,1
CASE_00203,lawful_killing_self_defence,assault_method_blunt_force,2
CASE_00203,lawful_killing_self_defence,defendant_intoxicated,1
CASE_00203,lawful_killing_self_defence,diminished_responsibility,2
CASE_00203,lawful_killing_self_defence,mens_rea_intent_to_kill,3
CASE_00203,lawful_killing_self_defence,murder,12
CASE_00203,lawful_killing_self_defence,strangulation,2
CASE_00203,lawful_killing_self_defence,unlawful_killing,2
CASE_00203,lawful_killing_self_defence,victim_intoxicated,1
CASE_00203,mens_rea_intent_to_kill,actus_reus_killing,3
CASE_00203,mens_rea_intent_to_kill,assault_method_blunt_force,6
CASE_00203,mens_rea_intent_to_kill,defendant_intoxicated,3
CASE_00203,mens_rea_intent_to_kill,diminished_responsibility,6
CASE_00203,mens_rea_intent_to_kill,lawful_killing_self_defence,3
CASE_00203,mens_rea_intent_to_kill,mens_rea_intent_to_kill,6
CASE_00203,mens_rea_intent_to_kill,murder,36
CASE_00203,mens_rea_intent_to_kill,strangulation,6
CASE_00203,mens_rea_intent_to_kill,unlawful_killing,6
CASE_00203,mens_rea_intent_to_kill,victim_intoxicated,3
CASE_00203,murder,actus_reus_killing,12
CASE_00203,murder,assault_method_blunt_force,24
CASE_00203,murder,defendant_intoxicated,12
CASE_00203,murder,diminished_responsibility,24
CASE_00203,murder,lawful_killing_self_defence,12
CASE_00203,murder,mens_rea_intent_to_kill,36
CASE_00203,murder,murder,132
CASE_00203,murder,strangulation,24
CASE_00203,murder,unlawful_killing,24
CASE_00203,murder,victim_intoxicated,12
CASE_00203,strangulation,actus_reus_killing,2
CASE_00203,strangulation,assault_method_blunt_force,4
CASE_00203,strangulation,defendant_intoxicated,2
CASE_00203,strangulation,diminished_responsibility,4
CASE_00203,strangulation,lawful_killing_self_defence,2
CASE_00203,strangulation,mens_rea_intent_to_kill,6
CASE_00203,strangulation,murder,24
CASE_00203,strangulation,strangulation,2
CASE_00203,strangulation,unlawful_killing,4
CASE_00203,strangulation,victim_intoxicated,2
CASE_00203,unlawful_killing,actus_reus_killing,2
CASE_00203,unlawful_killing,assault_method_blunt_force,4
CASE_00203,unlawful_killing,defendant_intoxicated,2
CASE_00203,unlawful_killing,diminished_responsibility,4
CASE_00203,unlawful_killing,lawful_killing_self_defence,2
CASE_00203,unlawful_killing,mens_rea_intent_to_kill,6
CASE_00203,unlawful_killing,murder,24
CASE_00203,unlawful_killing,strangulation,4
CASE_00203,unlawful_killing,unlawful_killing,2
CASE_00203,unlawful_killing,victim_intoxicated,2
CASE_00203,victim_intoxicated,actus_reus_killing,1
CASE_00203,victim_intoxicated,assault_method_blunt_force,2
CASE_00203,victim_intoxicated,defendant_intoxicated,1
CASE_00203,victim_intoxicated,diminished_responsibility,2
CASE_00203,victim_intoxicated,lawful_killing_self_defence,1
CASE_00203,victim_intoxicated,mens_rea_intent_to_kill,3
CASE_00203,victim_intoxicated,murder,12
CASE_00203,victim_intoxicated,strangulation,2
CASE_00203,victim_intoxicated,unlawful_killing,2
CASE_00216,abduction,abduction,6
CASE_00216,abduction,alibi_claim,27
CASE_00216,abduction,assault_method_shooting,3
CASE_00216,abduction,confession_or_admission,21
CASE_00216,abduction,encounter,3
CASE_00216,abduction,joint_enterprise_presence,12
CASE_00216,abduction,location_public_space,33
CASE_00216,abduction,motive_jealousy_revenge,3
CASE_00216,abduction,murder,87
CASE_00216,abduction,planning_premeditation,21
CASE_00216,abduction,weapon_firearm,33
CASE_00216,abduction,weapon_petrol_fire,3
CASE_00216,alibi_claim,abduction,27
CASE_00216,alibi_claim,alibi_claim,72
CASE_00216,alibi_claim,assault_method_shooting,9
CASE_00216,alibi_claim,confession_or_admission,63
CASE_00216,alibi_claim,encounter,9
CASE_00216,alibi_claim,joint_enterprise_presence,36
